	SVL	Mass
Sphaerodactylus_leonardovaldesi	29.1	0.6
Sphaerodactylus_leucaster	31.0	0.7
Sphaerodactylus_levinsi	28.0	0.5
Sphaerodactylus_lineolatus	32.0	0.8
Sphaerodactylus_macrolepis	35.0	1.1
Sphaerodactylus_mariguanae	41.0	1.7
Sphaerodactylus_microlepis	34.0	1.0
Sphaerodactylus_micropithecus	36.0	1.2
Sphaerodactylus_millepunctatus	35.4	1.1
Sphaerodactylus_molei	28.0	0.5
Sphaerodactylus_monensis	30.0	0.7
Sphaerodactylus_nicholsi	25.0	0.4
Sphaerodactylus_nigropunctatus	40.0	1.6
Sphaerodactylus_notatus	34.0	1.0
Sphaerodactylus_nycteropus	21.0	0.2
Sphaerodactylus_ocoae	37.0	1.3
Sphaerodactylus_oliveri	34.0	1.0
Sphaerodactylus_omoglaux	20.0	0.2
Sphaerodactylus_oxyrhinus	34.0	1.0
Sphaerodactylus_pacificus	49.0	2.9
Sphaerodactylus_parkeri	35.0	1.1
Sphaerodactylus_parthenopion	18.0	0.1
Sphaerodactylus_parvus	24.0	0.3
Sphaerodactylus_perissodactylius	23.0	0.3
Sphaerodactylus_phyzacinus	25.0	0.4
Sphaerodactylus_pimienta	38.0	1.4
Sphaerodactylus_plummeri	22.0	0.3
Sphaerodactylus_poindexteri	29.6	0.6
Sphaerodactylus_ramsdeni	33.0	0.9
Sphaerodactylus_randi	32.0	0.8
Sphaerodactylus_rhabdotus	32.0	0.8
Sphaerodactylus_richardi	32.1	0.8
Sphaerodactylus_richardsonii	40.0	1.6
Sphaerodactylus_roosevelti	39.0	1.5
Sphaerodactylus_rosaurae	39.0	1.5
Sphaerodactylus_ruibali	32.0	0.8
Sphaerodactylus_sabanus	30.0	0.7
Sphaerodactylus_samanensis	29.0	0.6
Sphaerodactylus_savagei	33.0	0.9
Sphaerodactylus_scaber	34.0	1.0
Sphaerodactylus_scapularis	33.1	0.9
Sphaerodactylus_schuberti	33.0	0.9
Sphaerodactylus_schwartzi	20.0	0.2
Sphaerodactylus_semasiops	32.0	0.8
Sphaerodactylus_shrevei	30.0	0.7
Sphaerodactylus_siboney	32.2	0.8
Sphaerodactylus_sommeri	35.0	1.1
Sphaerodactylus_sputator	40.0	1.6
Sphaerodactylus_storeyae	32.0	0.8
Sphaerodactylus_streptophorus	26.0	0.4
Sphaerodactylus_thompsoni	33.0	0.9
Sphaerodactylus_torrei	39.0	1.5
Sphaerodactylus_townsendi	30.0	0.7
Sphaerodactylus_underwoodi	32.0	0.8
Sphaerodactylus_vincenti	40.0	1.6
Sphaerodactylus_williamsi	22.0	0.3
Sphaerodactylus_zygaena	32.0	0.8
Sphenodon_punctatus	285.0	1020.0
Sphenomorphus_acutus	76.1	8.9
Sphenomorphus_aignanus	80.0	10.5
Sphenomorphus_alfredi	33.0	0.6
Sphenomorphus_annectens	48.0	2.0
Sphenomorphus_anomalopus	70.0	6.8
Sphenomorphus_anotus	33.0	0.6
Sphenomorphus_apalpebratus	42.0	1.3
Sphenomorphus_bacboensis	42.0	1.3
Sphenomorphus_bignelli	35.0	0.7
Sphenomorphus_brunneus	87.0	13.7
Sphenomorphus_buenloicus	56.0	3.3
Sphenomorphus_buettikoferi	35.0	0.7
Sphenomorphus_bukitensis	44.0	1.5
Sphenomorphus_butleri	44.0	1.5
Sphenomorphus_cameronicus	70.0	6.8
Sphenomorphus_capitolythos	80.5	10.7
Sphenomorphus_celebense	59.5	4.0
Sphenomorphus_cinereus	105.0	25.2
Sphenomorphus_concinnatus	70.0	6.8
Sphenomorphus_consobrinus	38.0	0.9
Sphenomorphus_cophias	46.0	1.8
Sphenomorphus_courcyanum	44.0	1.5
Sphenomorphus_cranei	79.0	10.1
Sphenomorphus_crassus	82.0	11.3
Sphenomorphus_cryptotis	83.0	11.8
Sphenomorphus_cyanolaemus	60.2	4.2
Sphenomorphus_darlingtoni	64.0	5.1
Sphenomorphus_derooyae	85.0	12.7
Sphenomorphus_diwata	60.0	4.1
Sphenomorphus_dussumieri	64.0	5.1
Sphenomorphus_fasciatus	121.0	39.8
Sphenomorphus_forbesi	59.0	3.9
Sphenomorphus_fragilis	54.0	2.9
Sphenomorphus_fragosus	73.0	7.8
Sphenomorphus_fuscolineatus	59.0	3.9
Sphenomorphus_grandisonae	30.0	0.4
Sphenomorphus_granulatus	70.0	6.8
Sphenomorphus_haasi	57.0	3.5
Sphenomorphus_incognitus	109.7	29.0
Sphenomorphus_indicus	104.7	25.0
Sphenomorphus_ishaki	50.0	2.3
Sphenomorphus_jobiensis	116.0	34.8
Sphenomorphus_kinabaluensis	59.0	3.9
Sphenomorphus_langkawiensis	37.0	0.9
Sphenomorphus_latifasciatus	196.0	189.1
Sphenomorphus_leptofasciatus	86.0	13.2
Sphenomorphus_lineopunctulatus	84.0	12.3
Sphenomorphus_longicaudatus	94.0	17.6
Sphenomorphus_loriae	80.0	10.5
Sphenomorphus_louisiadensis	49.0	2.2
Sphenomorphus_maculatus	70.0	6.8
Sphenomorphus_maculicollus	49.0	2.2
Sphenomorphus_maindroni	77.0	9.3
Sphenomorphus_malayanum	65.0	5.4
Sphenomorphus_megalops	50.8	2.4
Sphenomorphus_melanopogon	90.0	15.3
Sphenomorphus_meyeri	128.0	47.8
Sphenomorphus_microtympanus	45.0	1.6
Sphenomorphus_mimicus	42.0	1.3
Sphenomorphus_mimikanum	90.0	15.3
Sphenomorphus_minutus	41.0	1.2
Sphenomorphus_misolense	46.0	1.8
Sphenomorphus_modigliani	41.0	1.2
Sphenomorphus_muelleri	206.0	222.1
Sphenomorphus_multisquamatus	69.0	6.5
Sphenomorphus_murudensis	50.4	2.4
Sphenomorphus_necopinatus	44.0	1.5
Sphenomorphus_neuhaussi	133.6	54.9
Sphenomorphus_nigriventris	90.0	15.3
Sphenomorphus_nigrolabris	95.0	18.2
Sphenomorphus_nigrolineatus	75.0	8.5
Sphenomorphus_oligolepis	55.0	3.1
Sphenomorphus_orientale	54.0	2.9
Sphenomorphus_papuae	80.0	10.5
Sphenomorphus_perhentianensis	30.0	0.4
Sphenomorphus_praesignis	121.0	39.8
Sphenomorphus_pratti	95.3	18.4
Sphenomorphus_puncticentralis	45.0	1.6
Sphenomorphus_rarus	52.0	2.6
Sphenomorphus_sabanus	60.0	4.1
Sphenomorphus_sananus	32.0	0.5
Sphenomorphus_sanctus	55.0	3.1
Sphenomorphus_sarasinorum	76.0	8.9
Sphenomorphus_schlegeli	33.0	0.6
Sphenomorphus_schultzei	47.0	1.9
Sphenomorphus_scotophilus	70.0	6.8
Sphenomorphus_scutatus	44.0	1.5
Sphenomorphus_senja	65.0	5.4
Sphenomorphus_sheai	35.2	0.7
Sphenomorphus_shelfordi	70.0	6.8
Sphenomorphus_simus	58.0	3.7
Sphenomorphus_solomonis	79.0	10.1
Sphenomorphus_stellatus	80.0	10.5
Sphenomorphus_striatopunctatum	43.0	1.4
Sphenomorphus_striolatus	55.0	3.1
Sphenomorphus_taiwanensis	68.7	6.4
Sphenomorphus_tanahtinggi	64.0	5.1
Sphenomorphus_tanneri	52.0	2.6
Sphenomorphus_taylori	160.0	98.2
Sphenomorphus_temengorensis	35.5	0.8
Sphenomorphus_temmincki	56.0	3.3
Sphenomorphus_tenuiculus	60.0	4.1
Sphenomorphus_tersus	96.0	18.9
Sphenomorphus_tetradactylus	36.0	0.4
Sphenomorphus_textum	42.0	1.3
Sphenomorphus_tonkinensis	52.5	2.7
Sphenomorphus_transversus	68.0	6.2
Sphenomorphus_tridigitus	38.5	0.5
Sphenomorphus_tritaeniatus	47.0	1.9
Sphenomorphus_tropidonotus	61.0	4.4
Sphenomorphus_undulatus	68.0	6.2
Sphenomorphus_vanheurni	64.0	5.1
Sphenomorphus_variegatus	70.0	6.8
Sphenomorphus_wollastoni	90.0	15.3
Sphenomorphus_woodfordi	120.0	38.8
Sphenomorphus_zimmeri	71.0	7.1
Spilotes_pullatus	3600.0	3030.1
Spilotes_sulphureus	2752.0	1532.0
Spondylurus_anegadae	70.4	6.9
Spondylurus_caicosae	77.6	9.5
Spondylurus_culebrae	97.6	19.9
Spondylurus_fulgidus	84.8	12.6
Spondylurus_haitiae	85.2	12.8
Spondylurus_lineolatus	63.7	5.0
Spondylurus_macleani	80.5	10.7
Spondylurus_magnacruzae	107.0	26.8
Spondylurus_martinae	83.1	11.8
Spondylurus_monae	87.0	13.7
Spondylurus_monitae	94.5	17.9
Spondylurus_nitidus	95.5	18.6
Spondylurus_powelli	71.7	7.4
Spondylurus_semitaeniatus	82.9	11.7
Spondylurus_sloanii	99.0	20.8
Spondylurus_spilonotus	106.5	26.4
Spondylurus_turksae	79.3	10.2
Stegonotus_batjanensis	1500.0	328.2
Stegonotus_borneensis	1300.0	228.2
Stegonotus_cucullatus	1300.0	228.2
Stegonotus_diehli	600.0	32.0
Stegonotus_florensis	568.0	27.9
Stegonotus_guentheri	1150.0	167.2
Stegonotus_heterurus	800.0	66.5
Stegonotus_modestus	1000.0	117.2
Stegonotus_muelleri	335.0	7.3
Stegonotus_parvus	1100.0	149.3
Stellagama_stellio	210.0	334.6
Stenocercus_aculeatus	108.0	44.1
Stenocercus_amydrorhytus	68.0	12.5
Stenocercus_angel	87.0	24.5
Stenocercus_angulifer	96.0	32.0
Stenocercus_apurimacus	84.0	22.3
Stenocercus_arndti	90.0	26.8
Stenocercus_azureus	83.0	21.5
Stenocercus_boettgeri	108.0	44.1
Stenocercus_bolivarensis	90.0	26.8
Stenocercus_cadlei	85.0	23.0
Stenocercus_caducus	93.0	29.4
Stenocercus_carrioni	74.0	15.8
Stenocercus_chinchaoensis	86.0	23.7
Stenocercus_chlorostictus	75.0	16.4
Stenocercus_chota	97.0	32.9
Stenocercus_chrysopygus	80.0	17.0
Stenocercus_crassicaudatus	95.0	31.1
Stenocercus_cupreus	78.0	18.2
Stenocercus_doellojuradoi	80.0	19.5
Stenocercus_dumerilii	112.0	48.7
Stenocercus_empetrus	103.0	38.7
Stenocercus_erythrogaster	91.0	27.7
Stenocercus_eunetopsis	83.0	21.5
Stenocercus_festae	102.0	37.7
Stenocercus_fimbriatus	91.0	27.7
Stenocercus_formosus	89.0	26.0
Stenocercus_frittsi	79.0	18.8
Stenocercus_guentheri	96.0	32.0
Stenocercus_haenschi	76.0	17.0
Stenocercus_huancabambae	99.0	34.8
Stenocercus_humeralis	112.0	48.7
Stenocercus_imitator	100.0	35.8
Stenocercus_iridescens	99.0	34.8
Stenocercus_ivitus	65.0	11.1
Stenocercus_johaberfellneri	57.0	7.8
Stenocercus_lache	88.0	25.3
Stenocercus_latebrosus	76.0	17.0
Stenocercus_limitaris	97.0	32.9
Stenocercus_marmoratus	83.0	21.5
Stenocercus_melanopygus	85.0	23.0
Stenocercus_modestus	72.0	14.6
Stenocercus_nigromaculatus	78.4	18.4
Stenocercus_nubicola	72.0	14.6
Stenocercus_ochoai	95.0	31.1
Stenocercus_orientalis	79.0	18.8
Stenocercus_ornatissimus	75.0	16.4
Stenocercus_ornatus	85.0	23.0
Stenocercus_pectinatus	80.0	19.5
Stenocercus_percultus	107.0	43.0
Stenocercus_praeornatus	100.0	35.8
Stenocercus_prionotus	93.0	29.4
Stenocercus_puyango	115.0	52.3
Stenocercus_quinarius	90.0	26.8
Stenocercus_rhodomelas	98.0	33.8
Stenocercus_roseiventris	101.0	36.7
Stenocercus_santander	96.0	32.0
Stenocercus_scapularis	92.0	28.5
Stenocercus_simonsii	88.0	25.3
Stenocercus_sinesaccus	81.0	20.2
Stenocercus_squarrosus	88.0	25.3
Stenocercus_stigmosus	68.0	12.5
Stenocercus_torquatus	84.0	22.3
Stenocercus_trachycephalus	90.0	26.8
Stenocercus_tricristatus	88.0	25.3
Stenocercus_variabilis	94.0	30.2
Stenocercus_varius	85.0	23.0
Stenodactylus_affinis	60.0	4.7
Stenodactylus_arabicus	42.1	1.7
Stenodactylus_doriae	83.0	11.4
Stenodactylus_grandiceps	55.0	3.7
Stenodactylus_leptocosymbotes	80.0	10.3
Stenodactylus_mauritanicus	29.0	0.6
Stenodactylus_petrii	71.0	7.4
Stenodactylus_pulcher	50.0	2.8
Stenodactylus_sharqiyahensis	35.0	1.0
Stenodactylus_slevini	88.0	13.4
Stenodactylus_stenurus	56.3	3.9
Stenodactylus_sthenodactylus	60.0	4.7
Stenodactylus_yemenensis	60.0	4.7
Stenolepis_ridleyi	45.0	1.9
Stenorrhina_degenhardtii	800.0	66.5
Stenorrhina_freminvillei	700.0	47.4
Stichophanes_ningshaanensis	655.0	40.0
Stoliczkia_borneensis	750.0	93.1
Stoliczkia_khasiensis	670.0	70.9
Storeria_dekayi	527.0	34.2
Storeria_hidalgoensis	330.0	7.3
Storeria_occipitomaculata	410.0	14.9
Storeria_storerioides	340.0	8.0
Strobilurus_torquatus	107.0	43.0
Strophurus_assimilis	78.0	9.6
Strophurus_ciliaris	89.0	14.3
Strophurus_elderi	48.7	2.3
Strophurus_horneri	35.7	0.9
Strophurus_intermedius	79.9	10.3
Strophurus_jeanae	49.0	2.3
Strophurus_krisalys	70.3	7.0
Strophurus_mcmillani	53.0	2.9
Strophurus_michaelseni	66.0	5.7
Strophurus_rankini	63.0	5.0
Strophurus_robinsoni	56.0	3.5
Strophurus_spinigerus	79.4	10.1
Strophurus_strophurus	76.1	8.9
Strophurus_taeniatus	50.0	2.5
Strophurus_taenicauda	73.2	7.9
Strophurus_wellingtonae	85.0	12.4
Strophurus_williamsi	70.0	6.9
Strophurus_wilsoni	60.0	4.3
Subsessor_bocourti	1230.0	1409.9
Sumatranus_albomaculata	650.0	140.4
Suta_fasciata	620.0	79.9
Suta_ordensis	760.0	130.4
Suta_punctata	523.0	53.0
Suta_suta	600.0	73.8
Symphimus_leucostomus	810.0	68.7
Symphimus_mayae	890.0	87.2
Sympholis_lippiens	535.0	23.9
Synophis_bicolor	800.0	95.8
Synophis_lasallei	560.0	38.8
Synophis_plectovertebralis	476.0	25.7
Tachygyia_microlepis	177.0	136.1
Tachymenis_affinis	520.0	32.1
Tachymenis_attenuata	582.0	42.7
Tachymenis_chilensis	770.0	86.9
Tachymenis_elongata	450.0	22.3
Tachymenis_peruviana	660.0	58.8
Tachymenis_tarmensis	393.0	15.8
Taeniophallus_affinis	712.0	71.3
Taeniophallus_bilineatus	270.0	10.2
Taeniophallus_brevirostris	505.0	29.8
Taeniophallus_nebularis	331.0	17.2
Taeniophallus_nicagus	465.0	24.2
Taeniophallus_occipitalis	570.0	40.5
Taeniophallus_persimilis	312.0	14.7
Taeniophallus_poecilopogon	443.0	21.4
Taeniophallus_quadriocellatus	550.0	37.0
Takydromus_amurensis	80.0	11.8
Takydromus_dorsalis	70.0	8.0
Takydromus_formosanus	64.0	6.1
Takydromus_hani	79.0	11.4
Takydromus_haughtonianus	60.0	5.1
Takydromus_hsuehshanensis	72.0	8.7
Takydromus_intermedius	62.0	5.6
Takydromus_khasiensis	75.0	9.8
Takydromus_kuehnei	61.0	5.3
Takydromus_luyeanus	54.2	3.8
Takydromus_madaensis	47.8	2.6
Takydromus_sauteri	76.5	10.4
Takydromus_septentrionalis	80.0	11.8
Takydromus_sexlineatus	70.0	8.0
Takydromus_sikkimensis	60.0	5.1
Takydromus_smaragdinus	65.0	6.4
Takydromus_stejnegeri	62.0	5.6
Takydromus_sylvaticus	58.0	4.6
Takydromus_tachydromoides	70.0	8.0
Takydromus_toyamai	54.9	3.9
Takydromus_viridipunctatus	59.5	4.9
Takydromus_wolteri	66.0	6.7
Tantalophis_discolor	620.0	50.2
Tantilla_albiceps	212.0	2.3
Tantilla_alticola	327.0	6.9
Tantilla_andinista	285.0	4.8
Tantilla_armillata	490.0	19.2
Tantilla_atriceps	230.0	2.8
Tantilla_bairdi	455.0	15.9
Tantilla_bocourti	396.0	11.2
Tantilla_boipiranga	375.0	9.7
Tantilla_brevicauda	171.0	1.3
Tantilla_briggsi	301.0	5.6
Tantilla_calamarina	202.0	2.0
Tantilla_capistrata	462.0	16.5
Tantilla_cascadae	158.0	1.1
Tantilla_ceboruca	195.0	1.8
Tantilla_coronadoi	214.0	2.3
Tantilla_coronata	330.0	7.0
Tantilla_cucullata	654.0	39.9
Tantilla_cuniculator	220.0	2.5
Tantilla_deppei	330.0	7.0
Tantilla_flavilineata	293.0	5.2
Tantilla_gracilis	249.0	3.4
Tantilla_hendersoni	272.0	4.3
Tantilla_hobartsmithi	380.0	10.0
Tantilla_impensa	725.0	51.8
Tantilla_insulamontana	404.0	11.7
Tantilla_jani	242.0	3.2
Tantilla_johnsoni	352.0	8.3
Tantilla_lempira	254.0	3.6
Tantilla_marcovani	335.0	7.3
Tantilla_melanocephala	450.0	15.4
Tantilla_miyatai	394.0	11.0
Tantilla_moesta	592.0	31.0
Tantilla_nigra	175.0	1.4
Tantilla_nigriceps	390.0	10.7
Tantilla_oaxacae	284.0	4.8
Tantilla_olympia	338.0	7.5
Tantilla_oolitica	292.0	5.1
Tantilla_petersi	443.0	14.8
Tantilla_planiceps	390.0	10.7
Tantilla_psittaca	413.0	12.4
Tantilla_relicta	241.0	3.2
Tantilla_reticulata	312.0	6.1
Tantilla_robusta	426.0	13.4
Tantilla_rubra	594.0	31.2
Tantilla_ruficeps	500.0	20.2
Tantilla_schistosa	350.0	8.2
Tantilla_semicincta	600.0	32.0
Tantilla_shawi	690.0	45.7
Tantilla_slavensi	346.0	7.9
Tantilla_striata	217.0	2.4
Tantilla_supracincta	590.0	30.7
Tantilla_taeniata	415.0	12.6
Tantilla_tayrae	317.0	6.3
Tantilla_tecta	222.0	2.6
Tantilla_trilineata	230.0	2.8
Tantilla_triseriata	203.0	2.0
Tantilla_tritaeniata	273.0	4.3
Tantilla_vermiformis	157.0	1.1
Tantilla_vulcani	246.0	3.3
Tantilla_wilcoxi	350.0	8.2
Tantilla_yaquia	325.0	6.8
Tantillita_brevissima	150.0	0.9
Tantillita_canula	175.0	1.4
Tantillita_lintoni	200.0	2.0
Tarentola_albertschwartzi	137.0	64.7
Tarentola_americana	120.0	43.8
Tarentola_angustimentalis	80.0	13.3
Tarentola_annularis	140.0	68.9
Tarentola_bischoffi	60.0	5.7
Tarentola_boavistensis	79.0	12.8
Tarentola_bocagei	65.5	7.4
Tarentola_boehmei	81.5	14.0
Tarentola_boettgeri	74.5	10.8
Tarentola_caboverdiana	73.0	10.1
Tarentola_chazaliae	74.0	10.5
Tarentola_crombiei	57.8	5.1
Tarentola_darwini	80.0	13.3
Tarentola_delalandii	84.0	15.3
Tarentola_deserti	103.3	28.2
Tarentola_ephippiata	130.0	55.4
Tarentola_fascicularis	86.0	16.4
Tarentola_fogoensis	69.5	8.8
Tarentola_gigas	155.0	93.0
Tarentola_gomerensis	76.0	11.4
Tarentola_maioensis	71.0	9.3
Tarentola_mauritanica	86.0	16.4
Tarentola_mindiae	81.0	13.8
Tarentola_neglecta	73.2	10.2
Tarentola_nicolauensis	71.0	9.3
Tarentola_parvicarinata	97.0	23.4
Tarentola_pastoria	110.0	33.9
Tarentola_protogigas	98.5	24.5
Tarentola_raziana	49.3	3.2
Tarentola_rudis	83.0	14.8
Tarentola_substituta	65.5	7.4
Techmarscincus_jigurru	80.0	10.5
Teira_dugesii	81.0	12.3
Teira_perspicillata	60.0	5.1
Teius_oculatus	120.0	52.4
Teius_suquiensis	125.0	59.5
Teius_teyou	150.0	104.9
Telescopus_beetzi	680.0	44.0
Telescopus_dhara	1900.0	598.1
Telescopus_fallax	1200.0	186.2
Telescopus_finkeldeyi	699.0	47.2
Telescopus_gezirae	500.0	20.2
Telescopus_hoogstraali	1020.0	123.3
Telescopus_nigriceps	600.0	32.0
Telescopus_obtusus	1870.0	574.4
Telescopus_pulcher	450.0	15.4
Telescopus_rhinopoma	1000.0	117.2
Telescopus_semiannulatus	1050.0	132.7
Telescopus_tessellatus	1030.0	126.4
Telescopus_tripolitanus	840.0	75.3
Telescopus_variegatus	900.0	89.7
Tenuidactylus_bogdanovi	72.0	7.7
Tenuidactylus_caspius	80.0	10.3
Tenuidactylus_dadunensis	53.9	3.5
Tenuidactylus_elongatus	56.8	4.0
Tenuidactylus_fedtschenkoi	77.0	9.3
Tenuidactylus_longipes	68.8	6.8
Tenuidactylus_turcmenicus	80.0	10.3
Tenuidactylus_voraginosus	64.5	5.7
Teratoscincus_bedriagai	73.4	9.6
Teratoscincus_keyserlingii	116.0	37.4
Teratoscincus_microlepis	77.0	11.1
Teratoscincus_przewalskii	97.0	22.0
Teratoscincus_roborowskii	94.6	20.4
Teratoscincus_scincus	120.0	41.3
Teratoscincus_toksunicus	95.0	20.6
Teretrurus_sanguineus	230.0	6.7
Tetracheilostoma_bilineatum	108.0	0.6
Tetracheilostoma_breuili	113.0	0.7
Tetracheilostoma_carlae	104.0	0.6
Tetradactylus_africanus	86.3	3.8
Tetradactylus_breyeri	72.0	2.4
Tetradactylus_eastwoodae	64.0	1.8
Tetradactylus_ellenbergeri	72.0	2.4
Tetradactylus_seps	68.0	7.4
Tetradactylus_tetradactylus	73.4	2.5
Tetradactylus_udzungwensis	66.5	2.0
Tetralepis_fruhstorferi	500.0	20.2
Teuchocercus_keyi	80.0	12.8
Thalassophis_anomalus	810.0	152.0
Thamnodynastes_almae	492.0	47.3
Thamnodynastes_ceibae	583.0	42.9
Thamnodynastes_chaquensis	800.0	95.8
Thamnodynastes_chimanta	430.0	19.8
Thamnodynastes_corocoroensis	258.0	5.4
Thamnodynastes_dixoni	518.0	31.8
Thamnodynastes_duida	455.0	22.9
Thamnodynastes_gambotensis	514.0	31.2
Thamnodynastes_hypoconia	650.0	56.6
Thamnodynastes_lanei	648.0	56.1
Thamnodynastes_longicaudus	619.0	50.0
Thamnodynastes_marahuaquensis	396.0	16.1
Thamnodynastes_pallidus	450.0	22.3
Thamnodynastes_paraguanae	605.0	47.2
Thamnodynastes_ramonriveroi	481.0	26.4
Thamnodynastes_rutilus	641.0	54.6
Thamnodynastes_sertanejo	661.0	100.8
Thamnodynastes_strigatus	800.0	95.8
Thamnodynastes_yavi	390.0	15.5
Thamnophis_angustirostris	581.0	47.2
Thamnophis_atratus	1070.0	354.9
Thamnophis_bogerti	396.0	13.3
Thamnophis_brachystoma	559.0	41.6
Thamnophis_butleri	737.0	103.6
Thamnophis_chrysocephalus	450.0	20.3
Thamnophis_conanti	414.5	15.5
Thamnophis_couchii	1200.0	518.2
Thamnophis_cyrtopsis	1145.0	443.8
Thamnophis_elegans	1090.0	377.2
Thamnophis_eques	2000.0	2800.9
Thamnophis_exsul	463.0	22.3
Thamnophis_fulvus	652.0	69.1
Thamnophis_gigas	1650.0	1483.7
Thamnophis_godmani	520.0	75.2
Thamnophis_hammondii	1068.0	352.7
Thamnophis_lineri	404.0	14.2
Thamnophis_marcianus	1080.0	365.9
Thamnophis_melanogaster	864.0	175.1
Thamnophis_mendax	710.0	91.6
Thamnophis_nigronuchalis	767.0	118.2
Thamnophis_ordinoides	960.0	248.0
Thamnophis_postremus	595.0	112.4
Thamnophis_proximus	1230.0	562.3
Thamnophis_pulchrilatus	772.0	120.7
Thamnophis_radix	1095.0	383.0
Thamnophis_rossmani	648.0	144.9
Thamnophis_rufipunctatus	1120.0	412.6
Thamnophis_sauritus	1016.0	299.1
Thamnophis_scalaris	601.0	115.8
Thamnophis_scaliger	420.0	39.8
Thamnophis_sirtalis	1400.0	862.3
Thamnophis_sumichrasti	756.0	112.7
Thamnophis_valida	1096.0	384.1
Thamnosophis_epistibes	917.0	117.7
Thamnosophis_infrasignatus	920.0	118.8
Thamnosophis_lateralis	828.0	88.3
Thamnosophis_martae	893.0	109.2
Thamnosophis_mavotenda	846.0	93.8
Thamnosophis_stumpffi	711.0	57.4
Thaumatorhynchus_brooksi	60.0	6.8
Thecadactylus_oskrobapreinorum	99.0	24.8
Thecadactylus_rapicauda	126.0	50.5
Thecadactylus_solimoensis	126.0	50.5
Thelotornis_capensis	1400.0	275.4
Thelotornis_kirtlandii	1600.0	386.6
Thelotornis_mossambicanus	1400.0	275.4
Thelotornis_usambaricus	1280.0	219.4
Thermophis_baileyi	590.0	75.4
Thermophis_zhaoermii	917.0	135.4
Thrasops_flavigularis	2000.0	1402.2
Thrasops_jacksonii	2300.0	971.5
Thrasops_occidentalis	2450.0	1140.5
Thrasops_schmidti	2255.0	923.9
Tiliqua_adelaidensis	107.0	26.8
Tiliqua_gigas	343.0	1152.0
Tiliqua_multifasciata	300.0	747.5
Tiliqua_nigrolutea	368.0	1445.8
Tiliqua_occipitalis	320.0	920.7
Tiliqua_rugosa	350.0	1229.7
Tiliqua_scincoides	380.0	1603.7
Timon_lepidus	260.0	383.3
Timon_pater	170.0	109.4
Timon_princeps	148.0	72.7
Timon_tangitanus	137.0	57.9
Tomodon_dorsatum	645.0	94.7
Tomodon_ocellatus	540.0	35.3
Tomodon_orestes	515.0	31.3
Toropuku_stephensi	85.0	12.4
Toxicocalamus_buergersi	365.0	22.3
Toxicocalamus_grandis	960.0	228.7
Toxicocalamus_holopelturus	620.0	79.9
Toxicocalamus_longissimus	650.0	89.5
Toxicocalamus_loriae	690.0	103.3
Toxicocalamus_mintoni	611.0	77.1
Toxicocalamus_misimae	468.0	40.6
Toxicocalamus_pachysomus	546.0	58.8
Toxicocalamus_preussi	765.0	132.4
Toxicocalamus_spilolepidotus	780.0	138.8
Toxicocalamus_stanleyanus	610.0	76.8
Toxicodryas_blandingii	2800.0	1600.8
Toxicodryas_pulverulenta	1250.0	206.6
Tracheloptychus_madagascariensis	90.0	17.6
Tracheloptychus_petersi	97.0	22.2
Trachischium_fuscum	700.0	87.4
Trachischium_guentheri	525.0	33.8
Trachischium_laeve	572.0	44.8
Trachischium_monticola	640.0	65.0
Trachischium_tenuiceps	370.0	10.6
Trachyboa_boulengeri	430.0	23.7
Trachyboa_gularis	320.0	11.0
Trachylepis_acutilabris	60.0	4.1
Trachylepis_affinis	83.0	11.8
Trachylepis_albilabris	75.0	8.5
Trachylepis_albotaeniata	65.0	5.4
Trachylepis_angolensis	79.4	10.2
Trachylepis_atlantica	103.1	23.8
Trachylepis_aurata	115.0	33.8
Trachylepis_aureopunctata	82.0	11.3
Trachylepis_bayonii	82.0	11.3
Trachylepis_bensonii	60.0	4.1
Trachylepis_betsileana	177.0	136.1
Trachylepis_binotata	128.0	47.8
Trachylepis_bocagii	73.0	7.8
Trachylepis_boettgeri	55.0	3.1
Trachylepis_boulengeri	112.0	31.0
Trachylepis_brauni	82.0	11.3
Trachylepis_brevicollis	180.0	143.6
Trachylepis_buettneri	90.0	15.3
Trachylepis_capensis	135.0	56.7
Trachylepis_casuarinae	93.0	17.0
Trachylepis_chimbana	83.8	12.2
Trachylepis_comorensis	112.0	31.0
Trachylepis_cristinae	114.0	32.9
Trachylepis_depressa	87.0	13.7
Trachylepis_dichroma	119.5	38.3
Trachylepis_dumasi	55.0	3.1
Trachylepis_elegans	69.9	6.8
Trachylepis_ferrarai	75.0	8.5
Trachylepis_gravenhorstii	94.0	17.6
Trachylepis_hemmingi	81.0	10.9
Trachylepis_hildebrandtii	82.0	11.3
Trachylepis_hoeschi	100.0	21.5
Trachylepis_homalocephala	98.0	20.2
Trachylepis_infralineata	108.0	27.6
Trachylepis_irregularis	75.0	8.5
Trachylepis_ivensii	148.0	76.3
Trachylepis_lacertiformis	54.0	2.9
Trachylepis_laevis	63.0	4.8
Trachylepis_lavarambo	61.0	4.4
Trachylepis_loluiensis	96.0	18.9
Trachylepis_maculata	86.0	13.2
Trachylepis_maculilabris	98.0	20.2
Trachylepis_madagascariensis	78.0	9.7
Trachylepis_makolowodei	121.0	39.8
Trachylepis_margaritifera	120.0	38.8
Trachylepis_megalura	85.0	12.7
Trachylepis_mekuana	64.0	5.1
Trachylepis_mlanjensis	78.0	9.7
Trachylepis_nancycoutuae	45.0	1.6
