	year	Area	Country	Genus	Species
Diporiphora_linga	1977	Australasia	Australia	Diporiphora	linga
Morelia_oenpelliensis	1977	Australasia	Australia	Morelia	oenpelliensis
Oligosoma_acrinasum	1977	Australasia	New_Zealand	Oligosoma	acrinasum
Oligosoma_chloronoton	1977	Australasia	New_Zealand	Oligosoma	chloronoton
Oligosoma_maccanni	1977	Australasia	New_Zealand	Oligosoma	maccanni
Cyclodina_whitakeri	1977	Australasia	New_Zealand	Cyclodina	whitakeri
Strophurus_mcmillani	1978	Australasia	Australia	Strophurus	mcmillani
Lucasium_wombeyi	1978	Australasia	Australia	Lucasium	wombeyi
Diplodactylus_fulleri	1978	Australasia	Australia	Diplodactylus	fulleri
Nactus_galgajuga	1978	Australasia	Australia	Nactus	galgajuga
Gehyra_xenopus	1978	Australasia	Australia	Gehyra	xenopus
Gehyra_nana	1978	Australasia	Australia	Gehyra	nana
Ctenotus_rubicundus	1978	Australasia	Australia	Ctenotus	rubicundus
Ctenotus_hebetior	1978	Australasia	Australia	Ctenotus	hebetior
Ctenotus_pulchellus	1978	Australasia	Australia	Ctenotus	pulchellus
Strophurus_rankini	1979	Australasia	Australia	Strophurus	rankini
Diplodactylus_granariensis	1979	Australasia	Australia	Diplodactylus	granariensis
Gehyra_catenata	1979	Australasia	Australia	Gehyra	catenata
Glaphyromorphus_fuscicaudis	1979	Australasia	Australia	Glaphyromorphus	fuscicaudis
Ctenotus_rawlinsoni	1979	Australasia	Australia	Ctenotus	rawlinsoni
Ctenotus_greeri	1979	Australasia	Australia	Ctenotus	greeri
Lerista_ameles	1979	Australasia	Australia	Lerista	ameles
Lerista_christinae	1979	Australasia	Australia	Lerista	christinae
Menetia_alanae	1979	Australasia	Australia	Menetia	alanae
Acrochordus_arafurae	1979	Australasia	Australia	Acrochordus	arafurae
Sphenomorphus_victoria	1980	Australasia	Australia	Sphenomorphus	victoria
Eulamprus_amplus	1980	Australasia	Australia	Eulamprus	amplus
Eulamprus_luteilateralis	1980	Australasia	Australia	Eulamprus	luteilateralis
Ctenotus_rutilans	1980	Australasia	Australia	Ctenotus	rutilans
Ctenotus_hanloni	1980	Australasia	Australia	Ctenotus	hanloni
Lerista_ips	1980	Australasia	Australia	Lerista	ips
Saproscincus_tetradactylus	1980	Australasia	Australia	Saproscincus	tetradactylus
Carlia_scirtetis	1980	Australasia	Australia	Carlia	scirtetis
Varanus_panoptes	1980	Australasia	Australia	Varanus	panoptes
Varanus_pilbarensis	1980	Australasia	Australia	Varanus	pilbarensis
Varanus_kingorum	1980	Australasia	Australia	Varanus	kingorum
Diporiphora_valens	1980	Australasia	Australia	Diporiphora	valens
Diporiphora_pindan	1980	Australasia	Australia	Diporiphora	pindan
Echiopsis_atriceps	1980	Australasia	Australia	Echiopsis	atriceps
Hoplodactylus_chrysosireticus	1980	Australasia	New_Zealand	Hoplodactylus	chrysosireticus
Hoplodactylus_stephensi	1980	Australasia	New_Zealand	Hoplodactylus	stephensi
Naultinus_poecilochlorus	1980	Australasia	New_Zealand	Naultinus	poecilochlorus
Saproscincus_basiliscus	1981	Australasia	Australia	Saproscincus	basiliscus
Saproscincus_czechurai	1981	Australasia	Australia	Saproscincus	czechurai
Cautula_zia	1981	Australasia	Australia	Cautula	zia
Ctenophorus_mckenziei	1981	Australasia	Australia	Ctenophorus	mckenziei
Austrotyphlops_troglodytes	1981	Australasia	Australia	Austrotyphlops	troglodytes
Austrotyphlops_kimberleyensis	1981	Australasia	Australia	Austrotyphlops	kimberleyensis
Austrotyphlops_hamatus	1981	Australasia	Australia	Austrotyphlops	hamatus
Morelia_carinata	1981	Australasia	Australia	Morelia	carinata
Morelia_bredli	1981	Australasia	Australia	Morelia	bredli
Hoplodactylus_rakiurae	1981	Australasia	New_Zealand	Hoplodactylus	rakiurae
Gehyra_purpurascens	1982	Australasia	Australia	Gehyra	purpurascens
Gehyra_minuta	1982	Australasia	Australia	Gehyra	minuta
Gehyra_montium	1982	Australasia	Australia	Gehyra	montium
Gehyra_pamela	1982	Australasia	Australia	Gehyra	pamela
Lerista_griffini	1982	Australasia	Australia	Lerista	griffini
Lerista_greeri	1982	Australasia	Australia	Lerista	greeri
Lerista_vermicularis	1982	Australasia	Australia	Lerista	vermicularis
Lerista_edwardsae	1982	Australasia	Australia	Lerista	edwardsae
Pseudechis_butleri	1982	Australasia	Australia	Pseudechis	butleri
Nephrurus_deleani	1983	Australasia	Australia	Nephrurus	deleani
Oedura_gemmata	1983	Australasia	Australia	Oedura	gemmata
Calyptotis_lepidorostrum	1983	Australasia	Australia	Calyptotis	lepidorostrum
Calyptotis_ruficauda	1983	Australasia	Australia	Calyptotis	ruficauda
Eulamprus_leuraensis	1983	Australasia	Australia	Eulamprus	leuraensis
Eulamprus_heatwolei	1983	Australasia	Australia	Eulamprus	heatwolei
Lerista_cinerea	1983	Australasia	Australia	Lerista	cinerea
Lerista_carpentariae	1983	Australasia	Australia	Lerista	carpentariae
Lerista_haroldi	1983	Australasia	Australia	Lerista	haroldi
Austrotyphlops_howi	1983	Australasia	Australia	Austrotyphlops	howi
Hydrophis_macdowelli	1983	Australasia	Australia	Hydrophis	macdowelli
Gehyra_borroloola	1984	Australasia	Australia	Gehyra	borroloola
Gehyra_robusta	1984	Australasia	Australia	Gehyra	robusta
Gehyra_occidentalis	1984	Australasia	Australia	Gehyra	occidentalis
Lerista_simillima	1984	Australasia	Australia	Lerista	simillima
Lerista_uniduo	1984	Australasia	Australia	Lerista	uniduo
Lerista_onsloviana	1984	Australasia	Australia	Lerista	onsloviana
Cyclodomorphus_michaeli	1984	Australasia	Australia	Cyclodomorphus	michaeli
Bartleia_jigurru	1984	Australasia	Australia	Bartleia	jigurru
Amphibolurus_norrisi	1984	Australasia	Australia	Amphibolurus	norrisi
Hydrophis_czeblukovi	1984	Australasia	Australian_Seas	Hydrophis	czeblukovi
Saltuarius_swaini	1985	Australasia	Australia	Saltuarius	swaini
Oedura_obscura	1985	Australasia	Australia	Oedura	obscura
Oedura_filicipoda	1985	Australasia	Australia	Oedura	filicipoda
Oedura_gracilis	1985	Australasia	Australia	Oedura	gracilis
Eulamprus_martini	1985	Australasia	Australia	Eulamprus	martini
Anomalopus_swansoni	1985	Australasia	Australia	Anomalopus	swansoni
Anomalopus_mackayi	1985	Australasia	Australia	Anomalopus	mackayi
Glaphyromorphus_cracens	1985	Australasia	Australia	Glaphyromorphus	cracens
Lerista_zietzi	1985	Australasia	Australia	Lerista	zietzi
Lerista_flammicauda	1985	Australasia	Australia	Lerista	flammicauda
Lerista_dorsalis	1985	Australasia	Australia	Lerista	dorsalis
Lerista_stictopleura	1985	Australasia	Australia	Lerista	stictopleura
Saproscincus_rosei	1985	Australasia	Australia	Saproscincus	rosei
Varanus_keithhornei	1985	Australasia	Australia	Varanus	keithhornei
Pogona_henrylawsoni	1985	Australasia	Australia	Pogona	henrylawsoni
Antaresia_stimsoni	1985	Australasia	Australia	Antaresia	stimsoni
Liophis_atraventer	1985	Australasia	Australia	Liophis	atraventer
Hoplodactylus_kahutarae	1985	Australasia	New_Zealand	Hoplodactylus	kahutarae
Ctenotus_astarte	1986	Australasia	Australia	Ctenotus	astarte
Ctenotus_gagudju	1986	Australasia	Australia	Ctenotus	gagudju
Lerista_taeniata	1986	Australasia	Australia	Lerista	taeniata
Lerista_aericeps	1986	Australasia	Australia	Lerista	aericeps
Lerista_gascoynensis	1986	Australasia	Australia	Lerista	gascoynensis
Lerista_varia	1986	Australasia	Australia	Lerista	varia
Delma_labialis	1987	Australasia	Australia	Delma	labialis
