	year	Area	Country	Genus	Species
Contia_tenuis	1852	North_America	Canada	Contia	tenuis
Plestiodon_obsoletus	1852	North_America	USA	Plestiodon	obsoletus
Plestiodon_skiltonianus	1852	North_America	USA	Plestiodon	skiltonianus
Aspidoscelis_gularis	1852	North_America	USA	Aspidoscelis	gularis
Aspidoscelis_tigris	1852	North_America	USA	Aspidoscelis	tigris
Aspidoscelis_marmoratus	1852	North_America	USA	Aspidoscelis	marmoratus
Anniella_pulchra	1852	North_America	USA	Anniella	pulchra
Gambelia_wislizenii	1852	North_America	USA	Gambelia	wislizenii
Cophosaurus_texanus	1852	North_America	USA	Cophosaurus	texanus
Holbrookia_propinqua	1852	North_America	USA	Holbrookia	propinqua
Phrynosoma_platyrhinos	1852	North_America	USA	Phrynosoma	platyrhinos
Phrynosoma_mcallii	1852	North_America	USA	Phrynosoma	mcallii
Phrynosoma_modestum	1852	North_America	USA	Phrynosoma	modestum
Urosaurus_ornatus	1852	North_America	USA	Urosaurus	ornatus
Sceloporus_graciosus	1852	North_America	USA	Sceloporus	graciosus
Sceloporus_poinsettii	1852	North_America	USA	Sceloporus	poinsettii
Sceloporus_occidentalis	1852	North_America	USA	Sceloporus	occidentalis
Masticophis_taeniatus	1852	North_America	USA	Masticophis	taeniatus
Nerodia_rhombifer	1852	North_America	USA	Nerodia	rhombifer
Thamnophis_ordinoides	1852	North_America	USA	Thamnophis	ordinoides
Heterodon_nasicus	1852	North_America	USA	Heterodon	nasicus
Leptotyphlops_humilis	1853	North_America	USA	Leptotyphlops	humilis
Leptotyphlops_dulcis	1853	North_America	USA	Leptotyphlops	dulcis
Crotalus_molossus	1853	North_America	USA	Crotalus	molossus
Sonora_semiannulata	1853	North_America	USA	Sonora	semiannulata
Pantherophis_vulpinus	1853	North_America	USA	Pantherophis	vulpinus
Pantherophis_emoryi	1853	North_America	USA	Pantherophis	emoryi
Rhinocheilus_lecontei	1853	North_America	USA	Rhinocheilus	lecontei
Regina_grahami	1853	North_America	USA	Regina	grahami
Thamnophis_elegans	1853	North_America	USA	Thamnophis	elegans
Thamnophis_radix	1853	North_America	USA	Thamnophis	radix
Pantherophis_spiloides	1854	North_America	Canada	Pantherophis	spiloides
Urosaurus_graciosus	1854	North_America	USA	Urosaurus	graciosus
Sceloporus_magister	1854	North_America	USA	Sceloporus	magister
Crotalus_cerastes	1854	North_America	USA	Crotalus	cerastes
Chionactis_occipitalis	1854	North_America	USA	Chionactis	occipitalis
Nerodia_cyclopion	1854	North_America	USA	Nerodia	cyclopion
Clonophis_kirtlandii	1856	North_America	USA	Clonophis	kirtlandii
Tropidoclonion_lineatum	1856	North_America	USA	Tropidoclonion	lineatum
Plestiodon_multivirgatus	1857	North_America	USA	Plestiodon	multivirgatus
Coleonyx_variegatus	1858	North_America	USA	Coleonyx	variegatus
Plestiodon_egregius	1858	North_America	USA	Plestiodon	egregius
Plestiodon_septentrionalis	1858	North_America	USA	Plestiodon	septentrionalis
Rhineura_floridana	1858	North_America	USA	Rhineura	floridana
Crotaphytus_reticulatus	1858	North_America	USA	Crotaphytus	reticulatus
Uma_notata	1858	North_America	USA	Uma	notata
Phrynosoma_hernandesi	1858	North_America	USA	Phrynosoma	hernandesi
Sphaerodactylus_notatus	1859	North_America	USA	Sphaerodactylus	notatus
Xantusia_vigilis	1859	North_America	USA	Xantusia	vigilis
Crotalus_tigris	1859	North_America	USA	Crotalus	tigris
Arizona_elegans	1859	North_America	USA	Arizona	elegans
Thamnophis_couchii	1859	North_America	USA	Thamnophis	couchii
Plestiodon_brevirostris	1860	North_America	USA	Plestiodon	brevirostris
Thamnophis_hammondii	1860	North_America	USA	Thamnophis	hammondii
Thamnophis_atratus	1860	North_America	USA	Thamnophis	atratus
Hypsiglena_chlorophaea	1860	North_America	USA	Hypsiglena	chlorophaea
Crotalus_enyo	1861	North_America	USA	Crotalus	enyo
Crotalus_lepidus	1861	North_America	USA	Crotalus	lepidus
Crotalus_mitchellii	1861	North_America	USA	Crotalus	mitchellii
Gyalopion_canum	1861	North_America	USA	Gyalopion	canum
Hypsiglena_jani	1865	North_America	USA	Hypsiglena	jani
Sceloporus_serrifer	1866	North_America	USA	Sceloporus	serrifer
Lampropeltis_pyromelana	1866	North_America	USA	Lampropeltis	pyromelana
Phyllorhynchus_decurtatus	1868	North_America	USA	Phyllorhynchus	decurtatus
Heloderma_suspectum	1869	North_America	USA	Heloderma	suspectum
Seminatrix_pygaea	1871	North_America	USA	Seminatrix	pygaea
Rhadinaea_flavilata	1871	North_America	USA	Rhadinaea	flavilata
Regina_alleni	1874	North_America	USA	Regina	alleni
Sceloporus_jarrovii	1875	North_America	USA	Sceloporus	jarrovii
Thamnophis_rufipunctatus	1875	North_America	USA	Thamnophis	rufipunctatus
Plestiodon_callicephalus	1879	North_America	USA	Plestiodon	callicephalus
Ophisaurus_attenuatus	1880	North_America	USA	Ophisaurus	attenuatus
Holbrookia_lacerata	1880	North_America	USA	Holbrookia	lacerata
Pantherophis_bairdi	1880	North_America	USA	Pantherophis	bairdi
Lampropeltis_nigra	1882	North_America	USA	Lampropeltis	nigra
Xantusia_riversiana	1883	North_America	USA	Xantusia	riversiana
Sceloporus_cyanogenys	1885	North_America	USA	Sceloporus	cyanogenys
Anolis_scriptus	1887	North_America	USA_Keys	Anolis	scriptus
Thamnophis_butleri	1889	North_America	USA	Thamnophis	butleri
Lampropeltis_extenuata	1890	North_America	USA	Lampropeltis	extenuata
Thamnophis_brachystoma	1892	North_America	USA	Thamnophis	brachystoma
Coleonyx_brevis	1893	North_America	USA	Coleonyx	brevis
Sceloporus_orcutti	1893	North_America	USA	Sceloporus	orcutti
Uma_scoparia	1894	North_America	USA	Uma	scoparia
Petrosaurus_mearnsi	1894	North_America	USA	Petrosaurus	mearnsi
Uma_inornata	1895	North_America	USA	Uma	inornata
Petrosaurus_repens	1895	North_America	USA	Petrosaurus	repens
Crotalus_pricei	1895	North_America	USA	Crotalus	pricei
Plestiodon_gilberti	1896	North_America	USA	Plestiodon	gilberti
Diadophis_punctatus	1896	North_America	USA	Diadophis	punctatus
Bogertophis_subocularis	1901	North_America	USA	Bogertophis	subocularis
Lampropeltis_holbrooki	1902	North_America	USA	Lampropeltis	holbrooki
Sceloporus_merriami	1904	North_America	USA	Sceloporus	merriami
Crotalus_willardi	1905	North_America	USA	Crotalus	willardi
Phrynosoma_ditmarsi	1906	North_America	USA	Phrynosoma	ditmarsi
Plestiodon_reynoldsi	1910	North_America	USA	Plestiodon	reynoldsi
Sceloporus_woodi	1918	North_America	USA	Sceloporus	woodi
Lampropeltis_ruthveni	1920	North_America	USA	Lampropeltis	ruthveni
Aspidoscelis_velox	1928	North_America	USA	Aspidoscelis	velox
Pituophis_ruthveni	1929	North_America	USA	Pituophis	ruthveni
Xantusia_arizonae	1931	North_America	USA	Xantusia	arizonae
Ficimia_streckeri	1931	North_America	USA	Ficimia	streckeri
Plestiodon_inexpectatus	1932	North_America	USA	Plestiodon	inexpectatus
Sceloporus_olivaceus	1934	North_America	USA	Sceloporus	olivaceus
Nerodia_floridana	1936	North_America	USA	Nerodia	floridana
Sceloporus_slevini	1937	North_America	USA	Sceloporus	slevini
Sceloporus_virgatus	1938	North_America	USA	Sceloporus	virgatus
Thamnophis_gigas	1940	North_America	USA	Thamnophis	gigas
Nerodia_harteri	1941	North_America	USA	Nerodia	harteri
Xantusia_wigginsi	1952	North_America	USA	Xantusia	wigginsi
Elgaria_panamintina	1958	North_America	USA	Elgaria	panamintina
Crotaphytus_bicinctores	1972	North_America	USA	Crotaphytus	bicinctores
Sceloporus_arenicolus	1972	North_America	USA	Sceloporus	arenicolus
Aspidoscelis_laredoensis	1973	North_America	USA	Aspidoscelis	laredoensis
Xantusia_gracilis	1986	North_America	USA	Xantusia	gracilis
Xantusia_sanchezi	1999	North_America	USA	Xantusia	sanchezi
Xantusia_bezyi	2001	North_America	USA	Xantusia	bezyi
Pantherophis_slowinskii	2002	North_America	USA	Pantherophis	slowinskii
Pelamis_platura	1766	oceana	Oceana	Pelamis	platura
Laticauda_colubrina	1799	oceana	Indian_Ocean	Laticauda	colubrina
Brachylophus_fasciatus	1800	oceana	Tonga	Brachylophus	fasciatus
Polyodontognathus_caerulescens	1802	oceana	Indian_Ocean	Polyodontognathus	caerulescens
Disteira_major	1802	oceana	Indian_Ocean_around_Australia	Disteira	major
Hydrophis_spiralis	1802	oceana	Indian_ociean	Hydrophis	spiralis
Varanus_indicus	1802	oceana	Solomon_Islands	Varanus	indicus
Amblyrhynchus_cristatus	1825	oceana	Galapagos	Amblyrhynchus	cristatus
Crocodilurus_amazonicus	1825	oceana	Tropical_Islands_Adjacent_to_South_america	Crocodilurus	amazonicus
Lipinia_noctua	1826	oceana	Caroline_Islands	Lipinia	noctua
Lamprolepis_smaragdina	1826	oceana	Palau	Lamprolepis	smaragdina
Emoia_cyanura	1826	oceana	Tahiti	Emoia	cyanura
Emoia_cyanogaster	1830	oceana	Caroline_Islands	Emoia	cyanogaster
Emoia_atrocostata	1830	oceana	Caroline_Islands	Emoia	atrocostata
Gehyra_oceanica	1830	oceana	Tahiti	Gehyra	oceanica
Conolophus_subcristatus	1831	oceana	Galapagos	Conolophus	subcristatus
Gongylomorphus_bojerii	1831	oceana	Mauritius	Gongylomorphus	bojerii
Leiolopisma_telfairii	1831	oceana	Mauritius	Leiolopisma	telfairii
Cryptoblepharus_boutonii	1831	oceana	Mauritius	Cryptoblepharus	boutonii
Hemidactylus_garnotii	1836	oceana	Polynesia	Hemidactylus	garnotii
Casarea_dussumieri	1837	oceana	Mauritius	Casarea	dussumieri
Hydrophis_ornatus	1842	oceana	Indian_ociean	Hydrophis	ornatus
Microlophus_grayii	1843	oceana	Galapagos	Microlophus	grayii
Candoia_bibroni	1844	oceana	Fiji	Candoia	bibroni
Cryptelytrops_cantori	1846	oceana	Andaman_island	Cryptelytrops	cantori
Aipysurus_eydouxii	1849	oceana	Indian_Ocean	Aipysurus	eydouxii
Hydrophis_melanocephalus	1849	oceana	Indian_ociean	Hydrophis	melanocephalus
Emoia_concolor	1851	oceana	Fiji	Emoia	concolor
Nactus_pelagicus	1858	oceana	Samoa	Nactus	pelagicus
Alsophis_biserialis	1860	oceana	Galapagos	Alsophis	biserialis
Cryptoblepharus_nigropunctatus	1861	oceana	Japan_islands	Cryptoblepharus	nigropunctatus
Sphenomorphus_scutatus	1867	oceana	Palau	Sphenomorphus	scutatus
Cryptelytrops_andersonii	1868	oceana	Andaman_island	Cryptelytrops	andersonii
Microlophus_bivittatus	1871	oceana	Galapagos	Microlophus	bivittatus
Nactus_multicarinatus	1872	oceana	Aneiteum_Island	Nactus	multicarinatus
Gehyra_brevipalmata	1874	oceana	Palau	Gehyra	brevipalmata
Microlophus_habelii	1876	oceana	Galapagos	Microlophus	habelii
Microlophus_pacificus	1876	oceana	Galapagos	Microlophus	pacificus
Candoia_aspera	1877	oceana	Bismark_Archipeligo	Candoia	aspera
Leiolopisma_mauritiana	1877	oceana	Mauritius	Leiolopisma	mauritiana
Ramphotyphlops_acuticauda	1877	oceana	Palau	Ramphotyphlops	acuticauda
Sphenomorphus_concinnatus	1887	oceana	Solomon_Islands	Sphenomorphus	concinnatus
Sphenomorphus_solomonis	1887	oceana	Solomon_Islands	Sphenomorphus	solomonis
Microlophus_delanonis	1890	oceana	Galapagos	Microlophus	delanonis
Microlophus_duncanensis	1890	oceana	Galapagos	Microlophus	duncanensis
Microlophus_albemarlensis	1890	oceana	Galapagos	Microlophus	albemarlensis
Emoia_impar	1898	oceana	Island	Emoia	impar
Emoia_tongana	1899	oceana	Tonga	Emoia	tongana
Conolophus_pallidus	1903	oceana	Galapagos	Conolophus	pallidus
Cryptoblepharus_novocaledonicus	1928	oceana	Vantu	Cryptoblepharus	novocaledonicus
Tribolonotus_blanchardi	1930	oceana	Solomon_Islands	Tribolonotus	blanchardi
Tribolonotus_schmidti	1930	oceana	Solomon_Islands	Tribolonotus	schmidti
Sphenomorphus_cranei	1932	oceana	Solomon_Islands	Sphenomorphus	cranei
Tribolonotus_ponceleti	1937	oceana	Solomon_Islands	Tribolonotus	ponceleti
Emoia_schmidti	1954	oceana	New_Georgia_Island	Emoia	schmidti
Tribolonotus_pseudoponceleti	1968	oceana	Solomon_Islands	Tribolonotus	pseudoponceleti
Tribolonotus_brongersmai	1972	oceana	Lorengau	Tribolonotus	brongersmai
Brachylophus_vitiensis	1981	oceana	Fiji	Brachylophus	vitiensis
Emoia_isolata	1991	oceana	Solomon_islands	Emoia	isolata
Emoia_pseudocyanura	1991	oceana	Solomon_islands	Emoia	pseudocyanura
Epicrates_cenchria	1758	South_America	Bolivia	Epicrates	cenchria
Pseudoeryx_plicatilis	1758	South_America	Bolivia	Pseudoeryx	plicatilis
Uranoscodon_superciliosus	1758	South_America	Brazil	Uranoscodon	superciliosus
Polychrus_marmoratus	1758	South_America	Brazil	Polychrus	marmoratus
Micrurus_lemniscatus	1758	South_America	Brazil	Micrurus	lemniscatus
Leptodeira_annulata	1758	South_America	Brazil	Leptodeira	annulata
Iguana_iguana	1758	South_America	Central-South_America	Iguana	iguana
Bothrops_atrox	1758	South_America	Colombia	Bothrops	atrox
Leptophis_ahaetulla	1758	South_America	Colombia	Leptophis	ahaetulla
Alopoglossus_angulatus	1758	South_America	Peru	Alopoglossus	angulatus
Imantodes_cenchoa	1758	South_America	Peru	Imantodes	cenchoa
Tupinambis_teguixin	1758	South_America	South_America	Tupinambis	teguixin
Neusticurus_bicarinatus	1758	South_America	South_America	Neusticurus	bicarinatus
Plica_umbra	1758	South_America	South_America	Plica	umbra
Eunectes_murinus	1758	South_America	South_America	Eunectes	murinus
Chironius_fuscus	1758	South_America	South_America	Chironius	fuscus
Xenodon_severus	1758	South_America	South_America	Xenodon	severus
Thamnodynastes_pallidus	1758	South_America	South_America	Thamnodynastes	pallidus
Amphisbaena_fuliginosa	1758	South_America	South_America*	Amphisbaena	fuliginosa
Amphisbaena_alba	1758	South_America	South_America*	Amphisbaena	alba
Basiliscus_basiliscus	1758	South_America	South_America*	Basiliscus	basiliscus
Boa_constrictor	1758	South_America	South_America*	Boa	constrictor
Corallus_hortulanus	1758	South_America	South_America*	Corallus	hortulanus
Corallus_caninus	1758	South_America	South_America*	Corallus	caninus
Plica_plica	1758	South_America	Surinam	Plica	plica
Philodryas_viridissima	1758	South_America	Surinam	Philodryas	viridissima
Anilius_scytale	1758	South_America	Venezuela	Anilius	scytale
Chironius_carinatus	1758	South_America	Venezuela	Chironius	carinatus
Erythrolamprus_aesculapii	1758	South_America	Venezuela	Erythrolamprus	aesculapii
Helicops_angulatus	1758	South_America	Venezuela	Helicops	angulatus
Lachesis_muta	1766	South_America	Surinam	Lachesis	muta
Dipsas_indica	1768	South_America	Ecuador	Dipsas	indica
Siphlophis_cervinus	1768	South_America	South_America	Siphlophis	cervinus
Phymaturus_palluma	1782	South_America	Chile	Phymaturus	palluma
Thecadactylus_rapicauda	1782	South_America	Suriname	Thecadactylus	rapicauda
Rhinobothryum_lentiginosum	1785	South_America	Brazil	Rhinobothryum	lentiginosum
Bachia_flavescens	1789	South_America	South_America*	Bachia	flavescens
Mastigodryas_boddaerti	1796	South_America	Colombia	Mastigodryas	boddaerti
Dipsas_catesbyi	1796	South_America	South_America	Dipsas	catesbyi
Leptotyphlops_septemstriatus	1801	South_America	South_America	Leptotyphlops	septemstriatus
Pseudoboa_coronata	1801	South_America	South_America	Pseudoboa	coronata
Teius_teyou	1802	South_America	Bolivia	Teius	teyou
Hydrodynastes_bicinctus	1802	South_America	Brazil	Hydrodynastes	bicinctus
Dracaena_guianensis	1802	South_America	Guyana	Dracaena	guianensis
Anolis_punctatus	1802	South_America	South_America*	Anolis	punctatus
Kentropyx_striata	1802	South_America	Surinam	Kentropyx	striata
Anolis_auratus	1802	South_America	Surinam	Anolis	auratus
Xenoxybelis_argenteus	1803	South_America	South_America	Xenoxybelis	argenteus
Micrurus_psyches	1803	South_America	Surinam	Micrurus	psyches
Oxybelis_fulgidus	1803	South_America	Surinam	Oxybelis	fulgidus
Siphlophis_compressus	1803	South_America	Surinam	Siphlophis	compressus
Clelia_clelia	1803	South_America	Suriname	Clelia	clelia
Micrurus_surinamensis	1817	South_America	Surinam	Micrurus	surinamensis
Tropidurus_torquatus	1820	South_America	Brazil	Tropidurus	torquatus
Micrurus_ibiboboca	1820	South_America	Brazil	Micrurus	ibiboboca
Chironius_bicarinatus	1820	South_America	Brazil	Chironius	bicarinatus
Mastigodryas_bifossatus	1820	South_America	Brazil	Mastigodryas	bifossatus
Elapomorphus_quinquelineatus	1820	South_America	Brazil	Elapomorphus	quinquelineatus
Siphlophis_pulcher	1820	South_America	Brazil	Siphlophis	pulcher
Oxyrhopus_formosus	1820	South_America	Brazil	Oxyrhopus	formosus
Mabuya_agilis	1823	South_America	Brazil	Mabuya	agilis
Philodryas_olfersii	1823	South_America	Venezuela	Philodryas	olfersii
Leptotyphlops_albifrons	1824	South_America	Argentina	Leptotyphlops	albifrons
Amphisbaena_vermicularis	1824	South_America	Brazil	Amphisbaena	vermicularis
Leposternon_microcephalum	1824	South_America	Brazil	Leposternon	microcephalum
Ophiodes_striatus	1824	South_America	Brazil	Ophiodes	striatus
Bothrops_jararaca	1824	South_America	Brazil	Bothrops	jararaca
Bothrops_neuwiedi	1824	South_America	Brazil	Bothrops	neuwiedi
Bothriopsis_taeniata	1824	South_America	Brazil	Bothriopsis	taeniata
Bothrops_leucurus	1824	South_America	Brazil	Bothrops	leucurus
Micrurus_spixii	1824	South_America	Brazil	Micrurus	spixii
Pseustes_sulphureus	1824	South_America	Brazil	Pseustes	sulphureus
Chironius_scurrulus	1824	South_America	Brazil	Chironius	scurrulus
Chironius_laevicollis	1824	South_America	Brazil	Chironius	laevicollis
Waglerophis_merremi	1824	South_America	Brazil	Waglerophis	merremi
Echinanthera_melanostigma	1824	South_America	Brazil	Echinanthera	melanostigma
Echinanthera_undulata	1824	South_America	Brazil	Echinanthera	undulata
Hydrops_triangularis	1824	South_America	Brazil	Hydrops	triangularis
Phyllopezus_pollicaris	1825	South_America	Brazil	Phyllopezus	pollicaris
Mabuya_nigropunctata	1825	South_America	Brazil	Mabuya	nigropunctata
Mabuya_bistriata	1825	South_America	Brazil	Mabuya	bistriata
Cnemidophorus_ocellifer	1825	South_America	Brazil	Cnemidophorus	ocellifer
Kentropyx_calcarata	1825	South_America	Brazil	Kentropyx	calcarata
Heterodactylus_imbricatus	1825	South_America	Brazil	Heterodactylus	imbricatus
Leposoma_scincoides	1825	South_America	Brazil	Leposoma	scincoides
Tropidurus_hispidus	1825	South_America	Brazil	Tropidurus	hispidus
Polychrus_acutirostris	1825	South_America	Brazil	Polychrus	acutirostris
Bothriopsis_bilineata	1825	South_America	Brazil	Bothriopsis	bilineata
Helicops_carinicaudus	1825	South_America	Brazil	Helicops	carinicaudus
Chironius_quadricarinatus	1827	South_America	Argentina	Chironius	quadricarinatus
Atractus_schach	1827	South_America	Guiana	Atractus	schach
Atractus_badius	1827	South_America	Guiana	Atractus	badius
Atractus_flammigerus	1827	South_America	Guiana	Atractus	flammigerus
Elgaria_coerulea	1828	South_America	Brazil	Elgaria	coerulea
Cercosaura_ocellata	1830	South_America	Brazil	Cercosaura	ocellata
Liolaemus_chiliensis	1830	South_America	Chile	Liolaemus	chiliensis
Microlophus_peruvianus	1830	South_America	Peru	Microlophus	peruvianus
Anops_kingii	1833	South_America	South_America*	Anops	kingii
Cercosaura_schreibersii	1834	South_America	Brazil	Cercosaura	schreibersii
Strobilurus_torquatus	1834	South_America	Brazil	Strobilurus	torquatus
Liolaemus_nitidus	1834	South_America	Chile	Liolaemus	nitidus
Liolaemus_nigromaculatus	1834	South_America	Chile	Liolaemus	nigromaculatus
Microlophus_heterolepis	1834	South_America	Peru	Microlophus	heterolepis
Tachymenis_peruviana	1835	South_America	Peru	Tachymenis	peruviana
Homonota_gaudichaudii	1836	South_America	Bolivia	Homonota	gaudichaudii
Leiosaurus_bellii	1837	South_America	Argentina	Leiosaurus	bellii
Stenocercus_roseiventris	1837	South_America	Bolivia	Stenocercus	roseiventris
Stenocercus_marmoratus	1837	South_America	Bolivia	Stenocercus	marmoratus
Enyalius_bilineatus	1837	South_America	Brazil	Enyalius	bilineatus
Urostrophus_vautieri	1837	South_America	Brazil	Urostrophus	vautieri
Micrurus_corallinus	1837	South_America	Brazil	Micrurus	corallinus
Sibynomorphus_mikanii	1837	South_America	Brazil	Sibynomorphus	mikanii
Tropidodryas_serra	1837	South_America	Brazil	Tropidodryas	serra
Liolaemus_tenuis	1837	South_America	Chile	Liolaemus	tenuis
Liolaemus_cyanogaster	1837	South_America	Chile	Liolaemus	cyanogaster
Liolaemus_pictus	1837	South_America	Chile	Liolaemus	pictus
Liolaemus_multimaculatus	1837	South_America	Chile	Liolaemus	multimaculatus
Liolaemus_fitzingerii	1837	South_America	Chile	Liolaemus	fitzingerii
Anolis_fuscoauratus	1837	South_America	Peru	Anolis	fuscoauratus
Anolis_chrysolepis	1837	South_America	Surinam	Anolis	chrysolepis
Liolaemus_wiegmannii	1837	South_America	Uruguay	Liolaemus	wiegmannii
Liolaemus_lemniscatus	1838	South_America	Chile	Liolaemus	lemniscatus
Callopistes_maculatus	1838	South_America	Chille	Callopistes	maculatus
Bachia_dorbignyi	1839	South_America	Bolivia	Bachia	dorbignyi
Ecpleopus_gaudichaudii	1839	South_America	Brazil	Ecpleopus	gaudichaudii
Dicrodon_guttulatum	1839	South_America	Peru	Dicrodon	guttulatum
Callopistes_flavipunctatus	1839	South_America	Peru-equador	Callopistes	flavipunctatus
Tupinambis_merianae	1839	South_America	South_America	Tupinambis	merianae
Cnemidophorus_lacertoides	1839	South_America	Uruguay	Cnemidophorus	lacertoides
Amphisbaena_darwini	1839	South_America	Uruguay	Amphisbaena	darwini
Typhlophis_squamosus	1839	South_America	Venezuela	Typhlophis	squamosus
Porthidium_lansbergii	1841	South_America	Colombia	Porthidium	lansbergii
Cnemidophorus_longicaudus	1843	South_America	Argentina	Cnemidophorus	longicaudus
Diplolaemus_darwinii	1843	South_America	Argentina	Diplolaemus	darwinii
Liolaemus_bibronii	1843	South_America	Argentina	Liolaemus	bibronii
Liolaemus_gracilis	1843	South_America	Argentina	Liolaemus	gracilis
Liolaemus_darwinii	1843	South_America	Argentina	Liolaemus	darwinii
Hoplocercus_spinosus	1843	South_America	Brazil	Hoplocercus	spinosus
Liolaemus_kingii	1843	South_America	Chile	Liolaemus	kingii
Leptotyphlops_goudotii	1844	South_America	Venezuela	Leptotyphlops	goudotii
Liolaemus_bellii	1845	South_America	Chile	Liolaemus	bellii
Liolaemus_gravenhorstii	1845	South_America	Chile	Liolaemus	gravenhorstii
Stenocercus_ornatus	1845	South_America	Ecuador	Stenocercus	ornatus
Proctoporus_pachyurus	1845	South_America	Peru	Proctoporus	pachyurus
Stenocercus_formosus	1845	South_America	Peru	Stenocercus	formosus
Stenocercus_crassicaudatus	1845	South_America	Peru	Stenocercus	crassicaudatus
Microlophus_thoracicus	1845	South_America	Peru	Microlophus	thoracicus
Microlophus_tigris	1845	South_America	Peru	Microlophus	tigris
Ctenoblepharys_adspersa	1845	South_America	Peru	Ctenoblepharys	adspersa
Bothrops_pictus	1845	South_America	Peru	Bothrops	pictus
Alsophis_elegans	1845	South_America	Peru	Alsophis	elegans
Oxyrhopus_melanogenys	1845	South_America	Peru	Oxyrhopus	melanogenys
Ninia_atrata	1845	South_America	Venezuela	Ninia	atrata
Polychrus_gutturosus	1846	South_America	Colombia	Polychrus	gutturosus
Bothriechis_schlegelii	1846	South_America	Colombia	Bothriechis	schlegelii
Placosoma_cordylinum	1847	South_America	Brazil	Placosoma	cordylinum
Liolaemus_magellanicus	1847	South_America	Chile	Liolaemus	magellanicus
Leposternon_polystegum	1851	South_America	Brazil	Leposternon	polystegum
Basiliscus_galeritus	1851	South_America	Colombia	Basiliscus	galeritus
Anolis_heterodermus	1851	South_America	Colombia	Anolis	heterodermus
Iphisa_elegans	1851	South_America	Peru	Iphisa	elegans
Anolis_transversalis	1851	South_America	Peru	Anolis	transversalis
Micrurus_frontalis	1854	South_America	Argentina	Micrurus	frontalis
Lystrophis_semicinctus	1854	South_America	Argentina	Lystrophis	semicinctus
Hydrodynastes_gigas	1854	South_America	Argentina	Hydrodynastes	gigas
Oxyrhopus_rhombifer	1854	South_America	Argentina	Oxyrhopus	rhombifer
Bothrops_alternatus	1854	South_America	Brazil	Bothrops	alternatus
Tretanorhinus_variabilis	1854	South_America	Brazil	Tretanorhinus	variabilis
Apostolepis_flavotorquata	1854	South_America	Brazil	Apostolepis	flavotorquata
Tomodon_dorsatus	1854	South_America	Brazil	Tomodon	dorsatus
Oxyrhopus_trigeminus	1854	South_America	Brazil	Oxyrhopus	trigeminus
Oxyrhopus_clathratus	1854	South_America	Brazil	Oxyrhopus	clathratus
Pseudoboa_nigra	1854	South_America	Brazil	Pseudoboa	nigra
Micrurus_mipartitus	1854	South_America	Colombia	Micrurus	mipartitus
Philodryas_aestivus	1854	South_America	Paraguay	Philodryas	aestivus
Lystrophis_dorbignyi	1854	South_America	South_America	Lystrophis	dorbignyi
Phalotris_lemniscatus	1854	South_America	South_America	Phalotris	lemniscatus
Phimophis_guerini	1854	South_America	South_America	Phimophis	guerini
Dipsas_variegata	1854	South_America	Surinam	Dipsas	variegata
Pseudoboa_neuwiedii	1854	South_America	Venezuela	Pseudoboa	neuwiedii
Enyalioides_laticeps	1855	South_America	Brazil	Enyalioides	laticeps
Gonatodes_humeralis	1855	South_America	Peru	Gonatodes	humeralis
Uracentron_flaviceps	1855	South_America	Peru	Uracentron	flaviceps
Anolis_tropidogaster	1856	South_America	Colombia	Anolis	tropidogaster
Gonatodes_vittatus	1856	South_America	Venezuela	Gonatodes	vittatus
Bachia_heteropa	1856	South_America	Venezuela	Bachia	heteropa
Stenocercus_ornatissimus	1857	South_America	Peru	Stenocercus	ornatissimus
Philodryas_patagoniensis	1858	South_America	Argentina	Philodryas	patagoniensis
Micrurus_decoratus	1858	South_America	Brazil	Micrurus	decoratus
Taeniophallus_affinis	1858	South_America	Brazil	Taeniophallus	affinis
Riama_unicolor	1858	South_America	Ecuador	Riama	unicolor
Atractus_elaps	1858	South_America	Ecuador	Atractus	elaps
Micrurus_hemprichii	1858	South_America	Peru	Micrurus	hemprichii
Thamnodynastes_strigatus	1858	South_America	South_America	Thamnodynastes	strigatus
Leposternon_infraorbitale	1859	South_America	Brazil	Leposternon	infraorbitale
Gonatodes_caudiscutatus	1859	South_America	Ecuador	Gonatodes	caudiscutatus
Stenocercus_iridescens	1859	South_America	Ecuador	Stenocercus	iridescens
Stenocercus_humeralis	1859	South_America	Ecuador	Stenocercus	humeralis
Anolis_fraseri	1859	South_America	Ecuador	Anolis	fraseri
Thamnodynastes_hypoconia	1860	South_America	Argentina	Thamnodynastes	hypoconia
Drymobius_rhombifer	1860	South_America	Colombia	Drymobius	rhombifer
Trachyboa_gularis	1860	South_America	Ecuador	Trachyboa	gularis
Micrurus_altirostris	1860	South_America	South_America	Micrurus	altirostris
Micrurus_dissoleucus	1860	South_America	Venezuela	Micrurus	dissoleucus
Amphisbaena_angustifrons	1861	South_America	Argentina	Amphisbaena	angustifrons
Pristidactylus_scapulatus	1861	South_America	Argentina	Pristidactylus	scapulatus
Tropidurus_hygomi	1861	South_America	Brazil	Tropidurus	hygomi
Apostolepis_assimilis	1861	South_America	Brazil	Apostolepis	assimilis
Xenopholis_scalaris	1861	South_America	Brazil	Xenopholis	scalaris
Pristidactylus_torquatus	1861	South_America	Chile	Pristidactylus	torquatus
Micrurus_baliocoryphus	1862	South_America	Argentina	Micrurus	baliocoryphus
